,state,article_title,revision_id,article_quality
4013,Pennsylvania,"Lower Alsace Township, Berks County, Pennsylvania",1177808603,Stub
4014,Ohio,"New Albany, Ohio",1176168052,GA
4015,Hawaii,"Olinda, Hawaii",1167425854,Stub
4016,Pennsylvania,"Muncy, Pennsylvania",1170840041,GA
4017,Missouri,"Viburnum, Missouri",1179543533,C
4018,Idaho,"Mullan, Idaho",1172454574,GA
4019,Maine,"Blaine, Maine",1174508941,C
4020,Illinois,"Red Bud, Illinois",1179694851,C
4021,Michigan,"Stanwood, Michigan",1174910281,GA
4022,Texas,"O'Donnell, Texas",1172737898,C
4023,New York,"Floral Park, New York",1178080118,C
4024,Vermont,"Corinth, Vermont",1166018832,C
4025,Pennsylvania,"Wilkins Township, Allegheny County, Pennsylvania",1175370366,Stub
4026,New Hampshire,"Albany, New Hampshire",1165909571,C
4027,Illinois,"Bureau Junction, Illinois",1166637191,GA
4028,California,"Santa Clara, California",1180011366,C
4029,Illinois,"Oak Park, Illinois",1179074504,GA
4030,Wisconsin,"Peshtigo, Wisconsin",1176590524,GA
4031,Alabama,"Snead, Alabama",1166231481,Start
4032,Georgia (U.S. state),"Williamson, Georgia",1165907728,C
4033,Maine,"Readfield, Maine",1166229650,C
4034,Pennsylvania,"West Deer Township, Allegheny County, Pennsylvania",1175373200,Stub
4035,Texas,"Progreso Lakes, Texas",1165898826,GA
4036,Oregon,"Canyonville, Oregon",1165538266,GA
4037,Indiana,"Cloverdale, Indiana",1161499431,C
4038,Texas,"Rockdale, Texas",1159466368,C
4039,Colorado,"Brush, Colorado",1176597328,C
4040,Texas,"Pelican Bay, Texas",1170112123,C
4041,Pennsylvania,"Pine Township, Allegheny County, Pennsylvania",1169784160,C
4042,Ohio,"Germantown, Ohio",1169821014,C
4043,South Dakota,"Davis, South Dakota",1171190824,C
4044,Michigan,"Wilson Township, Alpena County, Michigan",1167842597,Start
4045,Minnesota,"Northome, Minnesota",1170535974,C
4046,California,"Grass Valley, California",1177312817,C
4047,Oregon,"Johnson City, Oregon",1165751219,GA
4048,Massachusetts,"Brimfield, Massachusetts",1166016334,C
4049,New York,"South Corning, New York",1179664514,Start
4050,Ohio,"Chesterville, Ohio",1166695208,C
4051,New York,"Bloomfield, New York",1166612310,C
4052,New York,"Yorkville, Oneida County, New York",1168884347,Start
4053,Colorado,"Elizabeth, Colorado",1177197993,GA
4054,Minnesota,"Willmar, Minnesota",1167462288,GA
4055,West Virginia,"Dunbar, West Virginia",1175134504,C
4056,Vermont,"Wilmington, Vermont",1166333805,C
4057,New Jersey,"Hopewell Township, Cumberland County, New Jersey",1179889771,GA
4058,Arizona,"Eloy, Arizona",1154855908,GA
4059,Iowa,"Earling, Iowa",1176710536,C
4060,Georgia (U.S. state),"Fargo, Georgia",1109191721,Start
4061,Missouri,"Vandalia, Missouri",1165906071,C
4062,Kentucky,"Brandenburg, Kentucky",1165536850,C
4063,Indiana,"Burlington, Indiana",1170905008,C
4064,Missouri,"St. Cloud, Missouri",1167676760,Start
4065,Arkansas,"Prescott, Arkansas",1172396026,C
4066,Indiana,"Vincennes, Indiana",1173150173,C
4067,Illinois,"Cicero, Illinois",1179649556,C
4068,Michigan,"Posen Township, Michigan",1167499122,Start
4069,Maine,"Fort Kent, Maine",1177095521,GA
4070,Michigan,"Hulbert Township, Michigan",1174709581,Start
4071,Alaska,"Kivalina, Alaska",1167306947,GA
4072,North Carolina,"Winston-Salem, North Carolina",1178794154,GA
4073,Utah,"Uintah, Utah",1165905105,C
4074,Illinois,"Minier, Illinois",1172529356,C
4075,Vermont,"Williamstown, Vermont",1166333713,C
4076,Arkansas,"Knoxville, Arkansas",1147573042,Start
4077,Pennsylvania,"Knox Township, Jefferson County, Pennsylvania",1173810228,Start
4078,New York,"Sylvan Beach, New York",1167680548,C
4079,Wyoming,"Lander, Wyoming",1178457860,GA
4080,Indiana,"Kewanna, Indiana",1166182330,C
4081,Virginia,"Prince William County, Virginia",1176303629,C
4082,Ohio,"Kirtland Hills, Ohio",1168088786,C
4083,Maine,"Chesterville, Maine",1166017837,Start
4084,Michigan,"Caro, Michigan",1160047965,C
4085,Pennsylvania,"Hopewell Township, Cumberland County, Pennsylvania",1173867373,C
4086,Pennsylvania,"West Liberty, Pennsylvania",1159221408,GA
4087,Pennsylvania,"Conewago Township, York County, Pennsylvania",1179092023,C
4088,South Carolina,"Elgin, Kershaw County, South Carolina",1171099044,GA
4089,Arkansas,"Trumann, Arkansas",1165904944,C
4090,Georgia (U.S. state),"Dunwoody, Georgia",1165906617,GA
4091,Pennsylvania,"Banks Township, Carbon County, Pennsylvania",1166533125,C
4092,Iowa,"Elgin, Iowa",1165648031,C
4093,Ohio,"Archbold, Ohio",1161128688,C
4094,Michigan,"Waterloo Township, Michigan",1167837157,Start
4095,Ohio,"Belpre, Ohio",1175871953,C
4096,South Carolina,"Norris, South Carolina",1173705465,Start
4097,Texas,"Westover Hills, Texas",1169753133,C
4098,Maine,"Amherst, Maine",1174508467,C
4099,Tennessee,"Smyrna, Tennessee",1166231478,C
4100,Illinois,"Delavan, Illinois",1166272825,C
4101,Washington,"Spangle, Washington",1165902355,GA
4102,North Dakota,"Landa, North Dakota",1173716297,C
4103,Alaska,"Kotlik, Alaska",1165752392,C
4104,Missouri,"Deepwater, Missouri",1165646451,C
4105,Minnesota,"Henning, Minnesota",1165749750,C
4106,Pennsylvania,"Dennison Township, Luzerne County, Pennsylvania",1166850804,C
4107,New Jersey,"Jefferson Township, New Jersey",1179889943,B
4108,Michigan,"Marenisco Township, Michigan",1167334856,Start
4109,Minnesota,"Spring Lake Park, Minnesota",1165902683,C
4110,Minnesota,"Elizabeth, Minnesota",1165648074,GA
4111,Pennsylvania,"Clarion Township, Clarion County, Pennsylvania",1173813179,C
4112,Ohio,"Oak Hill, Ohio",1168838323,C
4113,Texas,"Double Oak, Texas",1166067017,GA
4114,Texas,"Gordon, Texas",1170821352,C
4115,Pennsylvania,"East Whiteland Township, Chester County, Pennsylvania",1177815876,C
4116,California,"Thousand Oaks, California",1179101101,B
4117,Alabama,"Colony, Alabama",1166018463,GA
4118,Arkansas,"Winchester, Arkansas",1166333872,C
4119,Georgia (U.S. state),"Rockmart, Georgia",1170231952,C
4120,Massachusetts,"Rowe, Massachusetts",1166230328,C
4121,Washington,"Pomeroy, Washington",1179461862,GA
4122,New Hampshire,"Raymond, New Hampshire",1171944465,GA
4123,Indiana,"Wilkinson, Indiana",1166333665,C
4124,New Jersey,"Elk Township, New Jersey",1179886806,GA
4125,Idaho,"Homedale, Idaho",1157358517,C
4126,Minnesota,"St. Louis Park, Minnesota",1174128393,C
4127,Michigan,"Cadillac, Michigan",1175569526,GA
4128,South Carolina,"Charleston, South Carolina",1180139267,GA
4129,Texas,"Brownwood, Texas",1179349492,C
4130,Utah,"Bluff, Utah",1168627220,C
4131,Illinois,"Elgin, Illinois",1179649289,GA
4132,Illinois,"Cedarville, Illinois",1166693128,Start
4133,Illinois,"Secor, Illinois",1167669541,C
4134,Ohio,"New Richmond, Ohio",1176351882,GA
4135,New York,"Rye, New York",1178188939,B
4136,Maine,"New Limerick, Maine",1166209205,Start
4137,Georgia (U.S. state),"Austell, Georgia",1178557368,C
4138,Pennsylvania,"Pymatuning Township, Mercer County, Pennsylvania",1175382490,Stub
4139,Pennsylvania,"Gilberton, Pennsylvania",1157359936,C
4140,Ohio,"Wayne Lakes, Ohio",1167838429,GA
4141,New York,"Mechanicville, New York",1178271707,C
4142,New Hampshire,"Sullivan, New Hampshire",1166330767,C
4143,Minnesota,"Hardwick, Minnesota",1165749220,C
4144,Michigan,"Hastings, Michigan",1149852084,C
4145,Indiana,"Odon, Indiana",1166210223,C
4146,Maine,"Baileyville, Maine",1174508713,C
4147,Texas,"Houston, Texas",1142388929,Stub
4148,Ohio,"Galena, Ohio",1175715672,C
4149,Pennsylvania,"Lurgan Township, Pennsylvania",1173864075,C
4150,Vermont,"South Hero, Vermont",1174674499,C
4151,Minnesota,"Elba, Minnesota",1165647982,C
4152,Iowa,"Owasa, Iowa",1165896925,C
4153,Pennsylvania,"Hughesville, Pennsylvania",1157361862,GA
4154,Massachusetts,"Medfield, Massachusetts",1177077153,GA
4155,Pennsylvania,"Cross Creek Township, Washington County, Pennsylvania",1152768174,C
4156,New York,"Vernon (village), New York",1167742851,C
4157,Arkansas,"Tyronza, Arkansas",1165905085,C
4158,Pennsylvania,"Fairfield, Pennsylvania",1152267453,C
4159,Georgia (U.S. state),"Canton, Georgia",1178343197,C
4160,Missouri,"Newburg, Missouri",1165895417,C
4161,California,"Parlier, California",1177987266,C
4162,New York,"Holley, New York",1167154461,C
4163,Pennsylvania,"Chatham Township, Tioga County, Pennsylvania",1177085306,C
4164,Illinois,"Humboldt, Illinois",1168060643,C
4165,Michigan,"Elkton, Michigan",1166993800,C
4166,Ohio,"Jackson, Ohio",1177762181,GA
4167,Oklahoma,"Blackwell, Oklahoma",1176729439,GA
4168,Pennsylvania,"Lake City, Pennsylvania",1164651425,GA
4169,Maryland,"Willards, Maryland",1166333678,Start
4170,Texas,"Domino, Texas",1166812477,GA
4171,North Dakota,"Underwood, North Dakota",1174012462,C
4172,Pennsylvania,"Middleburg, Pennsylvania",1157440917,GA
4173,Pennsylvania,"Salem Township, Luzerne County, Pennsylvania",1169036133,C
4174,Massachusetts,"Northfield, Massachusetts",1179513236,C
4175,Arkansas,"Crawfordsville, Arkansas",1166066067,C
4176,Pennsylvania,"East McKeesport, Pennsylvania",1168463523,C
4177,Missouri,"Mayview, Missouri",1165892692,C
4178,Michigan,"Alpena Township, Michigan",1138258682,C
4179,Mississippi,"Cleveland, Mississippi",1176951374,C
4180,New Jersey,"Hardyston Township, New Jersey",1179889580,GA
4181,Texas,"Sundown, Texas",1172948249,C
4182,Pennsylvania,"Wellsboro, Pennsylvania",1177608727,C
4183,Michigan,"Lansing Charter Township, Michigan",1166757483,C
4184,West Virginia,"Anmoore, West Virginia",1165910032,GA
4185,New York,"Livonia (village), New York",1167319909,Start
4186,Louisiana,"Grand Coteau, Louisiana",1166069675,C
4187,Illinois,"Virden, Illinois",1165906316,C
4188,Iowa,"Humboldt, Iowa",1165750583,GA
4189,Pennsylvania,"Glen Rock, Pennsylvania",1179429493,GA
4190,Louisiana,"Belcher, Louisiana",1166606342,C
4191,Kentucky,"Glasgow, Kentucky",1178516450,C
4192,Ohio,"Dennison, Ohio",1173183497,C
4193,New York,"Gloversville, New York",1179896067,GA
4194,Indiana,"Cicero, Indiana",1179809566,GA
4195,Montana,"Winifred, Montana",1152558694,C
4196,Pennsylvania,"Trafford, Pennsylvania",1158114947,GA
4197,North Dakota,"Horace, North Dakota",1178204315,C
4198,Minnesota,"Lewisville, Minnesota",1165890109,C
4199,Florida,"Altha, Florida",1165909797,C
4200,Maine,"Harmony, Maine",1174510722,C
4201,Pennsylvania,"Montgomery Township, Montgomery County, Pennsylvania",1179526425,C
4202,Colorado,"De Beque, Colorado",1166066503,GA
4203,Michigan,"Fremont, Michigan",1180051686,C
4204,Pennsylvania,"Sylvania Township, Potter County, Pennsylvania",1175378152,Stub
4205,Mississippi,"Tremont, Mississippi",1166331563,C
4206,Ohio,"Bowersville, Ohio",1166631613,C
4207,Minnesota,"Nisswa, Minnesota",1165895592,C
4208,Mississippi,"Shelby, Mississippi",1165901501,C
4209,New Hampshire,"Rye, New Hampshire",1166438476,C
4210,Tennessee,"Forest Hills, Tennessee",1165747110,C
4211,Iowa,"Red Oak, Iowa",1179968516,GA
4212,Maine,"Linneus, Maine",1174511195,Start
4213,Michigan,"Baldwin Township, Delta County, Michigan",1174668672,Start
4214,Montana,"Hysham, Montana",1152557679,C
4215,North Dakota,"Churchs Ferry, North Dakota",1172677046,C
4216,Pennsylvania,"Palmyra Township, Pike County, Pennsylvania",1178959829,Start
4217,Missouri,"Gallatin, Missouri",1165747588,GA
4218,Maine,"Orland, Maine",1166210643,Start
4219,South Dakota,"Onaka, South Dakota",1172020514,C
4220,Missouri,"Polo, Missouri",1165898350,C
4221,Pennsylvania,"Fell Township, Lackawanna County, Pennsylvania",1174297868,C
4222,Colorado,"Haswell, Colorado",1166180684,GA
4223,New Hampshire,"Thornton, New Hampshire",1166331298,C
4224,South Dakota,"Tripp, South Dakota",1171334639,C
4225,Florida,"Boynton Beach, Florida",1179778345,GA
4226,Pennsylvania,"Upper Mifflin Township, Cumberland County, Pennsylvania",1175374205,Stub
4227,Louisiana,"Campti, Louisiana",1166017129,C
4228,Arkansas,"Lake City, Arkansas",1165752677,C
4229,Illinois,"Long Creek, Illinois",1167321480,C
4230,Tennessee,"Huntland, Tennessee",1174547775,GA
4231,New Jersey,"South Hackensack, New Jersey",1179888535,GA
4232,Pennsylvania,"Weissport, Pennsylvania",1169416182,GA
4233,Michigan,"Oakley, Michigan",1168705619,GA
4234,Utah,"Millcreek, Utah",1177241723,C
4235,Maine,"Chebeague Island, Maine",1179338133,Stub
4236,Maine,"Sabattus, Maine",1166230548,C
4237,Illinois,"West City, Illinois",1167839536,C
4238,Georgia (U.S. state),"Hazlehurst, Georgia",1168774722,C
4239,Illinois,"St. Elmo, Illinois",1165902847,C
4240,Idaho,"Jerome, Idaho",1166939633,C
4241,Texas,"Stockton Bend, Texas",1165903207,Start
4242,California,"Canyon Lake, California",1180010030,B
4243,Illinois,"Durand, Illinois",1166855039,C
4244,Illinois,"Colp, Illinois",1166756868,C
4245,Texas,"Panhandle, Texas",1179996520,GA
4246,Tennessee,"Lafayette, Tennessee",1165752650,C
4247,Michigan,"Unionville, Michigan",1167740640,C
4248,Arkansas,"Sidney, Arkansas",1166231305,Start
4249,Pennsylvania,"Franklin Township, Beaver County, Pennsylvania",1176361572,Start
4250,Missouri,"Tallapoosa, Missouri",1165903660,C
4251,Tennessee,"Bluff City, Tennessee",1165536477,C
4252,Illinois,"Chester, Illinois",1171379464,GA
4253,New Jersey,"Galloway Township, New Jersey",1178925936,FA
4254,Pennsylvania,"Blain, Pennsylvania",1157350762,C
4255,Michigan,"Ridgeway Township, Michigan",1167506132,Start
4256,Michigan,"Loud Township, Michigan",1178988288,Start
4257,Illinois,"Danvers, Illinois",1166849142,C
4258,North Dakota,"Grace City, North Dakota",1173210881,C
4259,Hawaii,"Waikoloa Village, Hawaii",1113923772,C
4260,Indiana,"Santa Claus, Indiana",1172490716,GA
4261,Michigan,"Cleveland Township, Michigan",1174674104,C
4262,Iowa,"St. Marys, Iowa",1165902937,C
4263,Missouri,"Elmira, Missouri",1166994669,C
4264,Maine,"Hersey, Maine",1174510793,Start
4265,Michigan,"Clayton, Michigan",1172450131,C
4266,Pennsylvania,"Richland, Pennsylvania",1178706192,C
4267,Pennsylvania,"Lykens Township, Dauphin County, Pennsylvania",1177807033,Stub
4268,Oregon,"Creswell, Oregon",1169238654,C
4269,Michigan,"Marathon Township, Michigan",1167334612,Start
4270,Pennsylvania,"Upper Yoder Township, Cambria County, Pennsylvania",1175373942,Stub
4271,Illinois,"Chillicothe, Illinois",1179189821,C
4272,New Jersey,"Roseland, New Jersey",1179891679,B
4273,Alabama,"Coosada, Alabama",1172561590,C
4274,Minnesota,"Dexter, Minnesota",1165646834,C
4275,Georgia (U.S. state),"Hampton, Georgia",1167199106,C
4276,Ohio,"Hillsboro, Ohio",1168959881,C
4277,North Dakota,"Oberon, North Dakota",1172731340,C
4278,Georgia (U.S. state),"Hamilton, Georgia",1165749074,C
4279,Mississippi,"Crawford, Mississippi",1174330344,Start
4280,Michigan,"Lilley Township, Michigan",1174713788,Start
4281,Missouri,"Foley, Missouri",1175363724,C
4282,California,"Scotts Valley, California",1169057850,B
4283,Massachusetts,"Acushnet, Massachusetts",1170177008,GA
4284,Minnesota,"Green Isle, Minnesota",1166742992,C
4285,New Jersey,"Ocean City, New Jersey",1179239332,B
4286,Pennsylvania,"Franklin Township, Greene County, Pennsylvania",1157359302,GA
4287,Florida,"Riviera Beach, Florida",1179646609,GA
4288,Mississippi,"Smithville, Mississippi",1174701419,GA
4289,Idaho,"Chubbuck, Idaho",1166939590,C
4290,New York,"Old Field, New York",1177303538,C
4291,Michigan,"Eau Claire, Michigan",1166991722,C
4292,Illinois,"Paw Paw, Illinois",1174366491,GA
4293,Pennsylvania,"Clarendon, Pennsylvania",1157354649,Start
4294,Illinois,"Camargo, Illinois",1172985190,Start
4295,Iowa,"Monona, Iowa",1165893933,C
4296,California,"Saratoga, California",1176675880,GA
4297,New York,"Farmingdale, New York",1171311657,C
4298,California,"Hayward, California",1179428402,B
4299,North Dakota,"Donnybrook, North Dakota",1173833403,C
4300,Minnesota,"Menahga, Minnesota",1165893142,C
4301,Minnesota,"Plummer, Minnesota",1165898232,C
4302,Pennsylvania,"Liberty Township, Susquehanna County, Pennsylvania",1174221823,C
4303,Texas,"Georgetown, Texas",1178944715,C
4304,Florida,"South Pasadena, Florida",1165902270,C
4305,Pennsylvania,"McCalmont Township, Jefferson County, Pennsylvania",1177806748,Stub
4306,Michigan,"Mason Township, Cass County, Michigan",1167336033,Start
4307,Illinois,"Auburn, Illinois",1165507900,GA
4308,New Hampshire,"Pelham, New Hampshire",1168868585,C
4309,Michigan,"Tyrone Township, Livingston County, Michigan",1167739296,C
4310,Kentucky,"Fort Thomas, Kentucky",1176457255,C
4311,Florida,"Worthington Springs, Florida",1166334434,GA
4312,Michigan,"Sylvan Lake, Michigan",1156485980,C
4313,Pennsylvania,"Big Run, Jefferson County, Pennsylvania",1157350643,C
4314,Missouri,"Charlack, Missouri",1165538997,C
4315,Idaho,"Island Park, Idaho",1165750946,C
4316,California,"Bradbury, California",1176751092,GA
4317,Pennsylvania,"Delaware Township, Juniata County, Pennsylvania",1173876215,C
4318,North Dakota,"Warwick, North Dakota",1172731937,C
4319,Kansas,"Shawnee, Kansas",1175259792,GA
4320,Vermont,"Danville, Vermont",1176940240,GA
4321,Texas,"Deport, Texas",1165646742,C
4322,Iowa,"Colwell, Iowa",1165644940,C
4323,Florida,"Jupiter Inlet Colony, Florida",1179637566,C
4324,Georgia (U.S. state),"Toomsboro, Georgia",1166331468,GA
4325,Washington,"Zillah, Washington",1147481395,C
4326,Iowa,"Archer, Iowa",1165507412,C
4327,Arkansas,"Wilson, Arkansas",1165907904,GA
4328,Indiana,"Glenwood, Indiana",1166069502,C
4329,Kentucky,"Dayton, Kentucky",1176420118,C
4330,Texas,"Trent, Texas",1166331573,C
4331,Washington,"Oakesdale, Washington",1166209991,C
4332,North Dakota,"Milnor, North Dakota",1173049940,C
4333,Louisiana,"Broussard, Louisiana",1177326818,C
4334,Mississippi,"Booneville, Mississippi",1165536657,C
4335,Kentucky,"Mount Washington, Kentucky",1177271007,C
4336,Illinois,"Pontiac, Illinois",1179695876,B
4337,Pennsylvania,"Great Bend, Pennsylvania",1132679016,C
4338,Washington,"Soap Lake, Washington",1165902024,C
4339,Iowa,"Moulton, Iowa",1165894469,C
4340,California,"Avenal, California",1165508144,FA
4341,Michigan,"Au Sable Township, Roscommon County, Michigan",1174668367,C
4342,Alaska,"Hughes, Alaska",1165750555,Start
4343,California,"Concord, California",1175821922,GA
4344,Pennsylvania,"Burnside Township, Centre County, Pennsylvania",1176345684,C
4345,Arkansas,"Holland, Arkansas",1165750207,C
4346,Kentucky,"Irvington, Kentucky",1165750922,C
4347,Pennsylvania,"Moore Township, Northampton County, Pennsylvania",1179526443,C
4348,Michigan,"Riley Township, St. Clair County, Michigan",1167506361,C
4349,Pennsylvania,"Oliver Township, Jefferson County, Pennsylvania",1173810501,GA
4350,Indiana,"Bluffton, Indiana",1171589513,GA
4351,Vermont,"Troy, Vermont",1166331680,C
4352,Louisiana,"Oakdale, Louisiana",1165896207,C
4353,Arkansas,"Mount Ida, Arkansas",1165894554,GA
4354,Iowa,"Massena, Iowa",1172457863,C
4355,Mississippi,"Paden, Mississippi",1167456347,Start
4356,New York,"Dresden, Yates County, New York",1166854152,C
4357,Iowa,"Armstrong, Iowa",1174502233,C
4358,Minnesota,"Currie, Minnesota",1165645859,C
4359,California,"Petaluma, California",1179467696,B
4360,New York,"Trumansburg, New York",1167685819,C
4361,South Dakota,"Oacoma, South Dakota",1172034925,C
4362,Indiana,"St. Joe, Indiana",114305121,Stub
4363,Oregon,"Siletz, Oregon",1165901770,Start
4364,Michigan,"Marion Township, Livingston County, Michigan",1167335165,Start
4365,Indiana,"Greensburg, Indiana",1171074034,C
4366,Montana,"Virginia City, Montana",1167744175,GA
4367,Illinois,"Taylorville, Illinois",1171686795,GA
4368,Massachusetts,"Granville, Massachusetts",1177741358,GA
4369,Florida,"Palatka, Florida",1173334513,C
4370,Michigan,"Gilmore Township, Benzie County, Michigan",1167020916,Start
4371,Minnesota,"New Trier, Minnesota",1165895369,C
4372,Utah,"Marysvale, Utah",1166207150,C
4373,Iowa,"Kellerton, Iowa",1165751943,GA
4374,Arkansas,"Russellville, Arkansas",1173640945,C
4375,Missouri,"Hawk Point, Missouri",1165749455,GA
4376,Georgia (U.S. state),"Woodstock, Georgia",1177426049,C
4377,Kentucky,"Eddyville, Kentucky",1179890720,C
4378,Michigan,"Greenwood Township, Wexford County, Michigan",1174706192,C
4379,Maine,"Sorrento, Maine",1166231548,Start
4380,Pennsylvania,"Wood Township, Huntingdon County, Pennsylvania",1175369949,Stub
4381,Maryland,"Berwyn Heights, Maryland",1174550269,GA
4382,Illinois,"Mill Shoals, Illinois",1167343665,GA
4383,Minnesota,"Lino Lakes, Minnesota",1179747843,GA
4384,New Jersey,"Mount Laurel, New Jersey",1179890625,B
4385,Texas,"Odem, Texas",1175222341,C
4386,Illinois,"Alorton, Illinois",1166385373,C
4387,New Jersey,"Moonachie, New Jersey",1179890564,GA
4388,Illinois,"Montrose, Illinois",1172669816,C
4389,Minnesota,"Le Sueur, Minnesota",1173121095,C
4390,Montana,"Dutton, Montana",1177125232,C
4391,Illinois,"Crystal Lake, Illinois",1174379020,B
4392,Massachusetts,"Oxford, Massachusetts",1176872768,C
4393,Texas,"Lindsay, Cooke County, Texas",1165890405,C
4394,Alabama,"Newbern, Alabama",1176337691,GA
4395,Louisiana,"Mound, Louisiana",1167347732,C
4396,Virginia,"Lee County, Virginia",1178691008,C
4397,Kentucky,"Pikeville, Kentucky",1179806435,GA
4398,Pennsylvania,"Alexandria, Pennsylvania",1157348834,C
4399,California,"Ione, California",1168474887,GA
4400,Alabama,"Jemison, Alabama",1165751151,C
4401,Michigan,"Adrian, Michigan",1168543999,GA
4402,Pennsylvania,"Reilly Township, Schuylkill County, Pennsylvania",1175381950,Stub
4403,Minnesota,"Hanska, Minnesota",1177486959,C
4404,North Carolina,"New Bern, North Carolina",1177872548,C
4405,Pennsylvania,"Loyalhanna Township, Westmoreland County, Pennsylvania",1177807229,Stub
4406,South Dakota,"Alcester, South Dakota",1171552153,C
4407,West Virginia,"War, West Virginia",1168876819,C
4408,Indiana,"Veedersburg, Indiana",1166332088,C
4409,Ohio,"Buchtel, Ohio",1166635899,C
4410,Illinois,"Plattville, Illinois",1167496863,Start
4411,Pennsylvania,"Montgomery, Pennsylvania",1134767578,C
4412,Utah,"Vernon, Utah",1166332136,C
4413,California,"Fort Jones, California",1149780719,GA
4414,Texas,"Troy, Texas",1165904924,GA
4415,California,"Hemet, California",1180005720,B
4416,Maine,"Crystal, Maine",1114983838,Start
4417,Minnesota,"New Brighton, Minnesota",1178616166,C
4418,Iowa,"Turin, Iowa",1165904996,C
4419,Michigan,"Tawas City, Michigan",1177631236,C
4420,Illinois,"Third Lake, Illinois",1167682155,C
4421,Arizona,"Bullhead City, Arizona",1179668677,B
4422,Florida,"Plant City, Florida",1169996630,C
4423,New Jersey,"Waterford Township, New Jersey",1179888009,GA
4424,Texas,"Avery, Texas",1166014842,C
4425,Alabama,"LaFayette, Alabama",1165752571,C
4426,Tennessee,"Whitwell, Tennessee",1165907574,GA
4427,Vermont,"Fair Haven (village), Vermont",171039379,Stub
4428,Minnesota,"South Haven, Minnesota",1165902222,C
4429,Iowa,"Monmouth, Iowa",1165893924,C
4430,Iowa,"Rudd, Iowa",1165900404,C
4431,Mississippi,"Snow Lake Shores, Mississippi",1166231502,GA
4432,Louisiana,"Kinder, Louisiana",1169641235,C
4433,Michigan,"Central Lake, Michigan",1166693768,C
4434,Pennsylvania,"North Heidelberg Township, Berks County, Pennsylvania",1175954388,Stub
4435,Minnesota,"Hinckley, Minnesota",1165750107,C
4436,Georgia (U.S. state),"Jacksonville, Georgia",1171584023,C
4437,New York,"Sackets Harbor, New York",1156076913,C
4438,Pennsylvania,"McKean Township, Erie County, Pennsylvania",1177806671,Stub
4439,Michigan,"Medina Township, Michigan",1174717330,C
4440,Texas,"Rose City, Texas",1165900209,C
4441,Minnesota,"New Munich, Minnesota",1174361130,C
4442,Michigan,"Climax Township, Michigan",1174674232,Start
4443,Maine,"Cutler, Maine",1174510065,C
4444,Iowa,"Dubuque County, Iowa",1157959917,C
4445,Alabama,"Calera, Alabama",1165537934,C
4446,Illinois,"Pesotum, Illinois",1167493781,Start
4447,Kentucky,"Crossgate, Kentucky",1165645703,Start
4448,Iowa,"Cherokee, Iowa",1165539123,C
4449,Iowa,"Birmingham, Iowa",1165536180,GA
4450,Louisiana,"Grand Isle, Louisiana",1177345316,FA
4451,New Jersey,"Closter, New Jersey",1179886435,B
4452,Illinois,"Arthur, Illinois",1172985081,C
4453,Illinois,"Woodlawn, Illinois",1167843924,C
4454,Iowa,"Alburnett, Iowa",1166697232,C
4455,Kentucky,"Paintsville, Kentucky",1177695240,C
4456,Illinois,"Adeline, Illinois",1166383508,C
4457,Missouri,"Rosendale, Missouri",1165900261,C
4458,Oklahoma,"Clinton, Oklahoma",1178929451,C
4459,Pennsylvania,"Salem Township, Mercer County, Pennsylvania",1160604778,Start
4460,Tennessee,"Kimball, Tennessee",1166182412,C
4461,Minnesota,"Genola, Minnesota",1165747835,C
4462,Michigan,"Flowerfield Township, Michigan",1174698287,Start
4463,Texas,"Union Valley, Texas",1168043897,GA
4464,Texas,"Slaton, Texas",1169169943,C
4465,Massachusetts,"Hatfield, Massachusetts",1166180700,C
4466,Michigan,"Wolverine Lake, Michigan",1167843558,C
4467,Pennsylvania,"Ellsworth, Pennsylvania",1152768974,GA
4468,New York,"Monticello, New York",1173881220,C
4469,California,"Laguna Beach, California",1179548518,B
4470,Pennsylvania,"Northeast Madison Township, Perry County, Pennsylvania",1175502843,Stub
4471,South Carolina,"Neeses, South Carolina",1173705227,Start
4472,Virginia,"Alexandria, Virginia",1180153130,B
4473,Hawaii,"Hanalei, Hawaii",1173103858,C
4474,Montana,"Geraldine, Montana",1152557458,C
4475,Massachusetts,"Windsor, Massachusetts",1166333949,C
4476,South Dakota,"Orient, South Dakota",1172021123,C
4477,Delaware,"Greenwood, Delaware",1170380024,C
4478,Maine,"Brooksville, Maine",1166928437,C
4479,Kansas,"Abilene, Kansas",1177607994,B
4480,Michigan,"Gustin Township, Michigan",1174706410,C
4481,Alabama,"Homewood, Alabama",1177622299,GA
4482,California,"Coachella, California",1172999624,C
4483,Oregon,"Island City, Oregon",1165750941,GA
4484,Illinois,"Chandlerville, Illinois",1175769911,Start
4485,Iowa,"Manly, Iowa",1165892000,C
4486,Pennsylvania,"Pine Township, Indiana County, Pennsylvania",1174557558,C
4487,Florida,"Midway, Gadsden County, Florida",1179542079,GA
4488,Tennessee,"Savannah, Tennessee",1166070837,C
4489,New Jersey,"Woodland Park, New Jersey",1179887746,GA
4490,Alabama,"Fulton, Alabama",1166068885,Start
4491,Minnesota,"Cottage Grove, Minnesota",1165645287,C
4492,Pennsylvania,"West Marlborough Township, Chester County, Pennsylvania",1175372011,Stub
4493,Iowa,"Maysville, Iowa",1155083503,C
4494,Ohio,"New Holland, Ohio",1167395515,C
4495,Iowa,"Malvern, Iowa",1179094243,C
